id,trigger,conditions,script,text,options,notes
shipTrophyIsaShatteredRingHomecomingRegistryTwo,DialogOptionSelected,$option == ship_trophy_isa_homecoming_registry_two,"GanEdenQuestCMD showInitialLog
FireAll ShipTrophyIsaHomecomingHypershuntKnowledgeOptions","The log ends.

Isa remains motionless, staring at the author field.

LEICESTER, ISAAC THOMAS.

She looks down at the faded label inside the spacer suit.

Then back at the identification wafer.

""So he was real.""

She scrolls through the recovered file again.

""Director of Engineering. Architect of the Continuity Office. Hypershunts.""",,Isa recognizes the real Isaac Leicester in the recovered log.
shipTrophyIsaShatteredRingHomecomingReal,DialogOptionSelected,$option == ship_trophy_isa_homecoming_real,FireAll ShipTrophyIsaHomecomingRealization,,,Both responses converge on Isa's realization.
shipTrophyIsaShatteredRingHomecomingKnew,DialogOptionSelected,$option == ship_trophy_isa_homecoming_knew,FireAll ShipTrophyIsaHomecomingRealization,,,Both responses converge on Isa's realization.
shipTrophyIsaShatteredRingHomecomingRealization,ShipTrophyIsaHomecomingRealization,,,"""Yeah.""

Isa enlarges the redacted assignment field. Her agents attack it from every direction, but the text dissolves into meaningless fragments.

""He put me in that suit. Registered me under his clearance. Maybe loaded the pod too.""

She stares at the name above hers.

""I always figured whoever loaded the pod grabbed whatever was nearby. Found me, found the suit, wrapped me up in it, then chucked me in.""

Her fingers tighten around the edge of the workbench.

""But he knew I was there.""","0:ship_trophy_isa_homecoming_search:""We can search the surviving registries.""
10:ship_trophy_isa_homecoming_owe:""You don’t owe a dead man an investigation.""",Isa realizes Isaac deliberately registered and protected her.
shipTrophyIsaShatteredRingHomecomingSearch,DialogOptionSelected,$option == ship_trophy_isa_homecoming_search,FireAll ShipTrophyIsaHomecomingBeginSearch,,,The player offers to search.
shipTrophyIsaShatteredRingHomecomingOwe,DialogOptionSelected,$option == ship_trophy_isa_homecoming_owe,FireAll ShipTrophyIsaHomecomingBeginSearch,"""No.""

Isa looks down at the old name strip.

""But I owe myself one.""

You hear her add, almost beneath her breath:

""And I don’t actually know that he’s dead...""",,Isa chooses the investigation for herself.
shipTrophyIsaShatteredRingHomecomingBeginSearch,ShipTrophyIsaHomecomingBeginSearch,,,"Isa returns to the slate.

Her agents scatter through the surviving Domain archives, following Isaac Leicester’s registry number through personnel rosters, departmental accounts, procurement records, and damaged transit indexes.

Most references vanish as soon as they begin to resolve.

DCR-2F38-CB017-6A

The number appears beside a Heliostructural Systems roster.

Then a classified procurement authorization.

Then a personnel-transfer order whose destination disappears beneath another INFOSEC warning.

Isa opens the failed queries side by side.

""What are you doing?"" you ask.

""Looking at how they break.""

She groups the failures by their distorted output. Fields concealing the same information collapse in nearly identical ways.

Isa’s agents begin finding matches.

CLEARANCE — ELEVEN CORRESPONDING RECORDS
STATUS — DETAINEE PROCESSING
LAST ASSIGNMENT — ONE CORRESPONDING RECORD

Isa selects the final match.",0:ship_trophy_isa_homecoming_transit:Continue.,Isa attacks the INFOSEC redactions through their failure patterns.
shipTrophyIsaShatteredRingHomecomingTransit,DialogOptionSelected,$option == ship_trophy_isa_homecoming_transit,,"A damaged manifest opens above the workbench.

PENELOPE’S STAR GATE TRANSIT AUTHORITY
OUTBOUND PASSENGER CONTROL

Most of the record is unreadable. Names and registry numbers emerge briefly between broken columns and access warnings.

One line illuminates.

GATE OUTBOUND TRANSIT AUTHORIZATION
PASSENGER: INFOSEC RESTRICTED
CITIZEN REGISTRY: INFOSEC RESTRICTED
ORIGIN: PENELOPE’S STAR
DECLARED DESTINATION: SOL
TRANSIT STATUS: AUTHORIZED

Isa places the manifest beside Isaac’s citizen record.

Both restricted fields fail in precisely the same way.

She watches the paired distortions repeat.

Then she says:

""That’s him.""",0:ship_trophy_isa_homecoming_final_transit:Continue.,The matched failure pattern identifies Isaac's transit record.
shipTrophyIsaShatteredRingHomecomingFinalTransit,DialogOptionSelected,$option == ship_trophy_isa_homecoming_final_transit,,"Isa opens the surviving end of the manifest.

FINAL OUTBOUND AUTHORIZATION
PASSENGER COUNT: 1
ORIGIN: PENELOPE’S STAR
DESTINATION: INFOSEC REDACTED
RING STATUS: OPERATIONAL

She studies the two destination fields.

""His declared destination was Sol.""

Her agents probe the second field. A few characters appear, then collapse beneath a new warning.

DESTINATION: SUPER ALABASTER RESTRICTED

Isa frowns.

""Super Alabaster.""","0:ship_trophy_isa_homecoming_alabaster:""Meaning?""",The last pre-Collapse transit used a concealed destination.
shipTrophyIsaShatteredRingHomecomingAlabaster,DialogOptionSelected,$option == ship_trophy_isa_homecoming_alabaster,FireAll ShipTrophyIsaHomecomingHypershuntKnowledgeOptions,"""Meaning whoever buried this didn’t want the destination turning up anywhere else.""

Isa opens the surrounding archive references.

The restriction has propagated through transit logs, personnel orders, and every surviving copy linked to the authorization. Each record breaks at the same point.

""Can you recover it?"" you ask.

""Not from this.""

She continues sorting the remaining collisions.

Two infrastructure designations recur beside Isaac’s registry number.

CORONAL HYPERSHUNT — NETWORK AUTHORIZATION
CORONAL HYPERSHUNT — NETWORK AUTHORIZATION

Isa enlarges them.

""He worked on the hypershunts.""",,Isa finds two hypershunt network authorizations.
shipTrophyIsaShatteredRingHomecomingHypershuntsKnownOption,ShipTrophyIsaHomecomingHypershuntKnowledgeOptions,GanEdenQuestCMD hasKnownHypershunt,,,"0:ship_trophy_isa_homecoming_hypershunts_known:""We’ve seen those before. They’re guarded by extremely dangerous automated ships. They call themselves ‘Omega.’""",Uses the experienced-player branch when a hypershunt is already active.
shipTrophyIsaShatteredRingHomecomingHypershuntsUnknownOption,ShipTrophyIsaHomecomingHypershuntKnowledgeOptions,!GanEdenQuestCMD hasKnownHypershunt,,,"0:ship_trophy_isa_homecoming_hypershunts_unknown:""Hypershunts?""",Uses the explanatory branch before either hypershunt is active.
shipTrophyIsaShatteredRingHomecomingHypershuntsKnown,DialogOptionSelected,$option == ship_trophy_isa_homecoming_hypershunts_known,FireAll ShipTrophyIsaHomecomingHypershuntsCompare,"Isa looks up sharply.

""Omega? AI ships?""

She turns back to the log.

""What were you doing, Isaac...?""",,Isa learns about the Omega guardians.
shipTrophyIsaShatteredRingHomecomingHypershuntsUnknown,DialogOptionSelected,$option == ship_trophy_isa_homecoming_hypershunts_unknown,FireAll ShipTrophyIsaHomecomingHypershuntsCompare,"""Incredibly old, pre-Collapse technology,"" Isa says. ""They draw power directly from a star.""

She brings up the relevant records.

""Only two are known to have survived in the Sector.""",,Isa explains the two surviving hypershunts.
shipTrophyIsaShatteredRingHomecomingHypershuntsCompare,ShipTrophyIsaHomecomingHypershuntsCompare,,,"Isa scrolls back through the log.

""He oversaw both of them. He ran the office responsible for keeping the project alive across centuries.""

She taps the author field.

""If there are any records left of him, that’s where they’ll be.""

Isa finishes copying the surviving log and INFOSEC failures to her slate.

For a while, she says nothing. The old suit remains spread across the workbench between you, Isaac Leicester’s name blackened but still legible beneath the collar. Then she closes the file.

""Captain.""

Her voice has lost its earlier lightness.

""I know this isn’t fleet business. But somebody went to a lot of trouble to hide whatever he was building. I don’t think I’m going to get much further by myself.""

Isa looks directly at you.

""I want to find out who Isaac Leicester was. What happened to him. How his suit ended up wrapped around me.""

She hesitates.

""I’m also asking for your help.""","0:ship_trophy_isa_homecoming_accept_command:""Our chief engineer’s business is fleet business.""
10:ship_trophy_isa_homecoming_accept_cautious:""We’ll visit the hypershunts. We’ll see where they lead.""",Isa asks for help following the wafer log to both hypershunts.
shipTrophyIsaShatteredRingHomecomingThenVisit,DialogOptionSelected,$option == ship_trophy_isa_homecoming_then_visit,FireAll ShipTrophyIsaHomecomingDecision,,,The player commits to visiting both structures.
shipTrophyIsaShatteredRingHomecomingWhatTell,DialogOptionSelected,$option == ship_trophy_isa_homecoming_what_tell,FireAll ShipTrophyIsaHomecomingDecision,"""I don’t know yet.""

Isa highlights the matching authorization residue.

""But this is the first thing I’ve found that the redaction didn’t completely erase.""

She closes the manifest.

""If they still carry any part of the old routing record, I can work from there.""",,Isa explains what she can recover.
shipTrophyIsaShatteredRingHomecomingDecision,ShipTrophyIsaHomecomingDecision,,,"Isa finishes copying the surviving records to her slate.

For a while, she says nothing. The old suit remains spread across the workbench between you, Isaac Leicester’s name blackened but still legible beneath the collar.

Then she closes the registry.

""Captain.""

Her voice has lost its earlier lightness.

""I know this isn’t fleet business.""

She rests one hand on the metal case.

""But somebody went to a lot of trouble to bury him. Domain INFOSEC, old registry locks, whatever was left in those records. I don’t think I’m going to get much further by myself.""

Isa looks directly at you.

""I want to find out who Isaac Leicester was. What happened to him. Why he put me in that pod.""

She hesitates.

""I’m also asking for your help.""","0:ship_trophy_isa_homecoming_accept_command:""My chief engineer’s business is fleet business.""
10:ship_trophy_isa_homecoming_accept_cautious:""We’ll visit the hypershunts. We’ll see where they lead.""",Isa formally asks for the player's help.
shipTrophyIsaShatteredRingHomecomingAcceptCommand,DialogOptionSelected,$option == ship_trophy_isa_homecoming_accept_command,,"Isa gives you a small, crooked smile.

""That a direct order?""","0:ship_trophy_isa_homecoming_direct_order:""Don't make your commanding officer repeat themself.""",Commanding response to Isa's request.
shipTrophyIsaShatteredRingHomecomingDirectOrder,DialogOptionSelected,$option == ship_trophy_isa_homecoming_direct_order,FireAll ShipTrophyIsaHomecomingPrepareSearch,"She snaps a salute.

""Aye-aye, $playerRank.""",,Isa accepts the direct order.
shipTrophyIsaShatteredRingHomecomingAcceptCautious,DialogOptionSelected,$option == ship_trophy_isa_homecoming_accept_cautious,FireAll ShipTrophyIsaHomecomingPrepareSearch,"""That’s all I’m asking.""",,Cautious response to Isa's request.
shipTrophyIsaShatteredRingHomecomingPrepareSearch,ShipTrophyIsaHomecomingPrepareSearch,,"SetShortcut ship_trophy_isa_homecoming_return ""ESCAPE""","Isa transfers the recovered log, the wafer registry number, and the INFOSEC failures into a new directory.

The folder remains unnamed for several seconds.

Then she enters:

ISAAC THOMAS LEICESTER

[Quest started: A Borrowed Name]

[Objective updated: Investigate both surviving hypershunts.]",0:ship_trophy_isa_homecoming_return:Return to the fleet.,The expanded homecoming starts A Borrowed Name.
shipTrophyIsaShatteredRingHomecomingReturn,DialogOptionSelected,$option == ship_trophy_isa_homecoming_return,"IsaHomecomingCMD markSeen
FireBest OpenInteractionDialog",,,Marks the homecoming complete and resumes normal docking.
shipTrophyGanEdenHypershuntPatherGuard,OpenInteractionDialog,GanEdenQuestCMD isHypershuntGuard luddic_path score:70000,"GanEdenQuestCMD prepareHypershuntGuard
SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","A large Pather fleet holds position between you and the hypershunt.

Their commander answers your hail. He wears a scorched pressure suit marked with lines of handwritten scripture.

""This place is forbidden. Turn your fleet around.""","0:ship_trophy_gan_eden_hypershunt_pather_records:""We only need access to the hypershunt’s records.""
10:ship_trophy_gan_eden_hypershunt_pather_fight:""Move aside.""
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.",Quest-specific Pather blockade at one Coronal Hypershunt.
shipTrophyGanEdenHypershuntPatherRefusal,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pather_records,"SetStoryOption ship_trophy_gan_eden_hypershunt_pather_persuade 1 shipTrophyGanEdenPatherPersuade technology ""Persuaded the Pather blockade to stand aside""
SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","""Knowledge is another form of temptation.""

The commander shakes his head.

""You will not approach.""","0:ship_trophy_gan_eden_hypershunt_pather_persuade:Use a story point to speak to him as one of the faithful.
10:ship_trophy_gan_eden_hypershunt_pather_fight:""Then we’ll go through you.""
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.",Story-point and combat resolutions for the Pather blockade.
shipTrophyGanEdenHypershuntPatherPersuade,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pather_persuade,GanEdenQuestCMD clearHypershuntGuard,"You lower your voice.

""The machine is not the object of our pilgrimage. We seek only what the servants of Moloch tried to bury within it.""

You speak of false wonders, poisoned knowledge, and the duty of the faithful to expose the sins of the old Domain without claiming its power for themselves.

The commander studies you for a long moment.

At last, he bows his head.

""Then go, brother. Cleanse the taint of Moloch from the heavens! For the Prophet!""

The Pather fleet begins clearing the approach corridor.",0:ship_trophy_gan_eden_hypershunt_approach:Approach the hypershunt.,Spending a story point clears the Pather blockade.
shipTrophyGanEdenHypershuntPatherFight,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pather_fight,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","The commander’s expression hardens.

""Then may Moloch lay with your dead!""

The channel closes.

[The Luddic Path fleet moves to engage.]","0:ship_trophy_gan_eden_hypershunt_engage:Engage.
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.",The Pather commander prepares for battle.
shipTrophyGanEdenHypershuntPirateGuard,OpenInteractionDialog,GanEdenQuestCMD isHypershuntGuard pirates score:70000,"GanEdenQuestCMD prepareHypershuntGuard
SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","A pirate fleet blocks the approach to the hypershunt.

Their commander answers your hail with their boots resting on the console.

""Nice machine, isn’t it? Shame you got here after we claimed it.""","0:ship_trophy_gan_eden_hypershunt_pirate_records:""We only need access to its records.""
10:ship_trophy_gan_eden_hypershunt_pirate_fight:""Move your fleet.""
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.",Quest-specific pirate claim at the other Coronal Hypershunt.
shipTrophyGanEdenHypershuntPiratePrice,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pirate_records,"SetStoryOption ship_trophy_gan_eden_hypershunt_pirate_persuade 1 shipTrophyGanEdenPiratePersuade technology ""Negotiated professional courtesy from the pirate blockade""
FireAll ShipTrophyGanEdenHypershuntPiratePayOptions
SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","""Sure. Records.""

The commander grins.

""You can have whatever you like after you pay the docking fee.""","10:ship_trophy_gan_eden_hypershunt_pirate_persuade:Use a story point to negotiate like a pirate.
20:ship_trophy_gan_eden_hypershunt_pirate_fight:""We’ll pay in ordnance.""
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.","Offers payment, a story point, or combat."
shipTrophyGanEdenHypershuntPiratePayOption,ShipTrophyGanEdenHypershuntPiratePayOptions,GanEdenQuestCMD canPayHypershuntPirates,,,"0:ship_trophy_gan_eden_hypershunt_pirate_pay:Pay 250,000 credits.",Only offers payment when the player can afford it.
shipTrophyGanEdenHypershuntPiratePay,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pirate_pay,GanEdenQuestCMD payHypershuntPirates,"You authorize the transfer.

The pirate commander checks the amount, then finally takes their boots off the console.

""Pleasure doing business.""

The pirate fleet begins clearing the approach corridor.

""Try not to break anything expensive.""

[Lost 250,000 credits.]",0:ship_trophy_gan_eden_hypershunt_approach:Approach the hypershunt.,The paid resolution clears the pirate blockade.
shipTrophyGanEdenHypershuntPiratePersuade,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pirate_persuade,GanEdenQuestCMD clearHypershuntGuard,"You tell them they can charge whatever they like.

After your fleet docks.

Then you explain what happens to pirates who demand payment before the customer is surrounded, stationary, and attached to something fragile.

The commander slowly lowers their boots.

""Right.""

They glance toward someone outside the transmitter’s view.

""Professional courtesy.""

The pirate fleet clears the approach corridor.

""Go on through.""",0:ship_trophy_gan_eden_hypershunt_approach:Approach the hypershunt.,Spending a story point clears the pirate blockade.
shipTrophyGanEdenHypershuntPirateFight,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_pirate_fight,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","The commander takes their boots off the console.

""Wrong answer.""

The channel closes.

[The pirate fleet moves to engage.]","0:ship_trophy_gan_eden_hypershunt_engage:Engage.
100:ship_trophy_gan_eden_hypershunt_leave:Withdraw.",The pirate commander prepares for battle.
shipTrophyGanEdenHypershuntEngage,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_engage,"GanEdenQuestCMD engageHypershuntGuard
DismissDialog",,,Hands the committed blockade to the normal fleet battle interaction.
shipTrophyGanEdenHypershuntApproach,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_approach,"GanEdenQuestCMD prepareHypershuntInvestigation
FireAll ShipTrophyGanEdenHypershuntInvestigate",,,Continues directly from a peaceful blockade resolution into the survey.
shipTrophyGanEdenHypershuntTapInvestigate,OpenInteractionDialog,GanEdenQuestCMD canInvestigateHypershunt score:65000,"GanEdenQuestCMD prepareHypershuntInvestigation
FireAll ShipTrophyGanEdenHypershuntInvestigate",,,Opens the survey after a blockade is defeated in combat.
shipTrophyGanEdenHypershuntTapBlocked,OpenInteractionDialog,GanEdenQuestCMD isBlockedHypershunt score:64000,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","A large armed fleet holds the approach corridor. Any attempt to reach the hypershunt will have to deal with the blockade first.",100:ship_trophy_gan_eden_hypershunt_leave:Leave.,Prevents the vanilla interaction from bypassing an active blockade.
shipTrophyGanEdenHypershuntTapSurveyed,OpenInteractionDialog,GanEdenQuestCMD isSurveyedHypershunt score:63000,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","Isa’s survey markers remain distributed across the hypershunt. Its concealed routing record has already been recovered.",100:ship_trophy_gan_eden_hypershunt_leave:Leave.,Repeat interaction with the first surveyed hypershunt.
shipTrophyGanEdenHypershuntInvestigate,ShipTrophyGanEdenHypershuntInvestigate,,,"With the approach corridor clear, your fleet closes on the hypershunt.

The structure grows across the forward display until it no longer resembles a machine. Black towers rise through the stellar corona, joined by collector vanes and transmission spines large enough to eclipse cities. Streams of plasma bend around it in slow, incandescent arches.

Isa stands beside the sensor station, slate in hand.

""We’ll need to map the whole thing.""

She begins assigning survey patterns across the fleet.

""Field geometry. Collector alignment. Residual phase harmonics. Anything the Domain tuned by hand.""",0:ship_trophy_gan_eden_hypershunt_survey:Begin the survey.,Isa prepares a full hypershunt survey.
shipTrophyGanEdenHypershuntRecords,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_survey,,"Your fleet spends several days circling the hypershunt.

Sensor craft trace the curvature of its containment fields. Gravimetric probes measure distortions along the transmission spines. Isa’s agents compare the results against surviving Domain engineering standards and the concealed routing data recovered at Shattered Ring.

Most of the structure follows standard automated tolerances.

Several sections do not.

Tiny deviations recur across the hypershunt’s oldest assemblies: corrections too consistent to be random, repeated through construction phases separated by centuries.

Isa overlays them.

A familiar authorization pattern emerges from the accumulated calibration data.

DCR-2F38-CB017-6A
LEICESTER, ISAAC THOMAS
CONTINUITY AUTHORITY

Isa leans closer.

""That’s him.""

The same pattern appears in the hypershunt’s transmission geometry, attached to a routing vector concealed beneath SUPER ALABASTER restriction.

[A sealed personal log is embedded beside the routing data.]",0:ship_trophy_gan_eden_hypershunt_read_log:Open the recovered personal log.,Finds the next Epitaph entry without resolving the survey until it is read.
shipTrophyGanEdenHypershuntReadLog,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_read_log,"GanEdenQuestCMD surveyHypershunt
FireAll ShipTrophyGanEdenHypershuntSurveyResult",,,,Recovers Epitaph Part II at the first scanned hypershunt and Part III at the second.
shipTrophyGanEdenHypershuntSurveyPending,ShipTrophyGanEdenHypershuntSurveyResult,GanEdenQuestCMD hypershuntSurveyPending,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","The recording terminates abruptly.

Isa does not move.

The hypershunt burns across the forward display behind her, its black superstructure suspended within the stellar corona.

After a long silence, she looks down at the microchip connected to her slate.

""His daughter.""

She swallows.

""He put her in cryosuspension.""

The carrier signal continues repeating beneath the silence.

Isa scrolls back through the recovered fragments, reading the same lines again.

""He never named her.""

""I know,"" she says before you can answer.

Isa grips the edge of her slate.

""The suit. His identification. This chip.""

She shakes her head.

""But that pod was opened centuries after this was recorded. I don’t know what happened between. I don’t know why he put me there.""

Isa returns to the carrier data.

""The message is riding the same transmission geometry as the classified routing signal.""

She separates the two patterns. A narrow vector appears on the tactical display, extending away from the hypershunt and into unexplored space.

""This gives us direction.""

Isa enlarges the projection and looks toward the location of the remaining hypershunt.

""We need the other signal.""

[The first hypershunt routing vector has been recovered.]",100:ship_trophy_gan_eden_hypershunt_leave:Return to the fleet.,The first survey points to the remaining hypershunt.
shipTrophyGanEdenHypershuntSurveyComplete,ShipTrophyGanEdenHypershuntSurveyResult,GanEdenQuestCMD hypershuntSurveyComplete,,"The recording ends.

Isa remains fixed on the last line.

Nothing changed.

The hypershunt’s signal begins repeating beneath it, carrying the words back into the stellar corona.

Isa stops the playback.

""He forgot her face.""

She says it quietly.

""Mom’s.""

Her fingers remain poised above the slate.","0:ship_trophy_gan_eden_log_three_damaged:""Centuries of cryosuspension damaged him.""
10:ship_trophy_gan_eden_log_three_tried:""He tried to change things.""",Both surveys recover the final routing record.
shipTrophyGanEdenLogThreeDamaged,DialogOptionSelected,$option == ship_trophy_gan_eden_log_three_damaged,FireAll ShipTrophyGanEdenHypershuntSurveyCompleteFinal,"""I know.""

Isa rubs at one eye. She looks back at the frozen image of Isaac’s authorization header.

""He spent all that time building a future for his daughter, and by the end he couldn’t even remember the woman he was building it for.""",,Isa considers the damage of centuries in cryosuspension.
shipTrophyGanEdenLogThreeTried,DialogOptionSelected,$option == ship_trophy_gan_eden_log_three_tried,FireAll ShipTrophyGanEdenHypershuntSurveyCompleteFinal,"""He did.""

Isa looks at the final line again. She exhales through her nose.

""I don’t know whether he’s confessing or asking whoever hears this to forgive him.""

A pause.

""Maybe he didn’t know either.""",,Isa considers Isaac's attempt to change the Domain.
shipTrophyGanEdenHypershuntSurveyCompleteFinal,ShipTrophyGanEdenHypershuntSurveyCompleteFinal,,"SetShortcut ship_trophy_gan_eden_hypershunt_leave ""ESCAPE""","Isa returns to the carrier data.

The second hypershunt’s signal contains the same concealed routing pattern as the first, shifted by centuries of stellar drift and accumulated error.

She aligns the two vectors.

They intersect far beyond the charted systems of the Sector, on the northeastern rim of the Orion-Perseus Abyss.

A destination marker appears.

Isa stares at it.

""That’s where he sent this from.""

She enlarges the projection.

""And whatever he helped build is still there.""

[The location of POWER TRANSIT GATE - GAN EDEN has been determined.]

[Objective updated: Travel to the Power Transit Gate and enter Gan Eden.]",100:ship_trophy_gan_eden_hypershunt_leave:Set a course.,Both routing vectors reveal the isolated physical Power Transit Gate.
shipTrophyGanEdenHypershuntLeave,DialogOptionSelected,$option == ship_trophy_gan_eden_hypershunt_leave,DismissDialog,,,
shipTrophyGanEdenExternalRing,OpenInteractionDialog,GanEdenQuestCMD isExternalRing score:50000,"SetShortcut ship_trophy_gan_eden_ring_leave ""ESCAPE""","POWER TRANSIT GATE - GAN EDEN hangs alone at the center of an empty, starless system. Its adamantine surface is awake. Within the aperture, impossible depth folds toward the sealed world beyond.","0:ship_trophy_gan_eden_ring_enter:Enter the Power Transit Gate.
100:ship_trophy_gan_eden_ring_leave:Leave.",Quest-gated entrance to Gan Eden.
shipTrophyGanEdenExternalRingEnter,DialogOptionSelected,$option == ship_trophy_gan_eden_ring_enter,"GanEdenQuestCMD transitIn
DismissDialog",,,Transfers the player into Gan Eden.
shipTrophyGanEdenInternalRing,OpenInteractionDialog,GanEdenQuestCMD isInternalRing score:50000,"SetShortcut ship_trophy_gan_eden_ring_leave ""ESCAPE""","The Eden Transit Ring frames a narrow wound in the sealed world's geometry. Its connection remains synchronized with POWER TRANSIT GATE - GAN EDEN.","0:ship_trophy_gan_eden_ring_exit:Traverse the Gate.
100:ship_trophy_gan_eden_ring_leave:Remain in Gan Eden.",Permanent exit from Gan Eden to the isolated Power Transit Gate.
shipTrophyGanEdenInternalRingExit,DialogOptionSelected,$option == ship_trophy_gan_eden_ring_exit,"GanEdenQuestCMD transitOut
DismissDialog",,,Transfers the player back to POWER TRANSIT GATE - GAN EDEN.
shipTrophyGanEdenRingLeave,DialogOptionSelected,$option == ship_trophy_gan_eden_ring_leave,DismissDialog,,,
shipTrophyGanEdenSurfaceLog,OpenInteractionDialog,GanEdenQuestCMD canRecoverSurfaceLog score:62000,"GanEdenQuestCMD prepareSurfaceLog
SetShortcut ship_trophy_gan_eden_surface_log_leave ""ESCAPE""",,"0:ship_trophy_gan_eden_surface_log_recover:Recover the surviving record.
100:ship_trophy_gan_eden_surface_log_leave:Leave the archive sealed.",One-time recoverable archive at each Gan Eden settlement site.
shipTrophyGanEdenSurfaceLogRecover,DialogOptionSelected,$option == ship_trophy_gan_eden_surface_log_recover,GanEdenQuestCMD recoverSurfaceLog,,0:ship_trophy_gan_eden_surface_log_continue:Continue.,Files the recovered record under Gan Eden Archives in Intel.
shipTrophyGanEdenSurfaceLogContinue,DialogOptionSelected,$option == ship_trophy_gan_eden_surface_log_continue,FireBest OpenInteractionDialog,,,Returns to the site interaction or offers the second Tree of Life record.
shipTrophyGanEdenSurfaceLogLeave,DialogOptionSelected,$option == ship_trophy_gan_eden_surface_log_leave,DismissDialog,,,
shipTrophyGanEdenEpitaph,OpenInteractionDialog,GanEdenQuestCMD shouldShowEpitaph score:60000,GanEdenQuestCMD prepareEpitaph,"With Cherubim and Lahat Haharev gone, the elevator's interdiction field is silent.

Isa's inherited suit transponder opens the outer doors. The lift descends through kilometers of dead infrastructure before stopping at a continuity-office archive sealed away from the inhabited surface.

Four recovered records authenticate in sequence. A fifth file unlocks beneath them:

EPITAPH — FINAL",0:ship_trophy_gan_eden_epitaph_five:Open the final entry with Isa.,The post-battle Space Elevator yields only Epitaph Final.
shipTrophyGanEdenEpitaphOne,DialogOptionSelected,$option == ship_trophy_gan_eden_epitaph_one,GanEdenQuestCMD prepareEpitaphLog part_one,"RECOVERED PERSONAL LOG
AUTHOR: LEICESTER, ISAAC THOMAS
FILE: EPITAPH — PART I

My name is Isaac Thomas Leicester, Director of Engineering for Heliostructural Systems in the Persean Sector.

My work included the construction of the coronal hypershunts and, later, Project Eden.

The projects were expected to take centuries. Eden might have required more than a thousand years before reaching its final design capacity. No ordinary succession of administrators could preserve the technical knowledge, institutional memory, and design intent required over such a span.

The Domain therefore established a continuity office. Its directors would serve across generations, entering cryosuspension between major phases of construction and returning whenever the work required their judgment.

I was elected to lead it.

The appointment required me to spend hundreds of years at a time in cryosuspension. I would sleep through epochs of construction, wake for major design reviews, inspect the work and approve the next phase.

The first hypershunt was already under construction when I accepted the appointment. It was intended to collect energy directly from a star and make that power available to automated construction systems far beyond any ordinary network.

The engineering difficulties were substantial.

The structure had to remain stable inside a star’s corona. Its collection systems had to survive constant radiation and violent changes in stellar activity. The transfer network had to carry more power in one moment than entire inhabited systems had ever consumed.

We lost dozens of unmanned assembly swarms before completing the first stable framework.

The second hypershunt was approved before the first reached full capacity. Its design incorporated everything we had learned. Construction proceeded more quickly, although centuries still passed outside my chamber.

Each waking period lasted several months, even years. I met engineers whose grandparents had worked under engineers I remembered. I approved changes to systems designed by people who had passed while I slept. The Domain expanded between each waking.

New systems joined the Gate network. Problems once considered impossible became trivial. I believed I was watching humanity mature, but I did not yet understand what was being lost.

When both hypershunts became operational, the Directorate approved the project they had been built to support.

I proposed the name Gan Eden, after the sacred garden of God.

I should have named it Babel.

It was to be the Domain’s first enclosed star: a Dyson world built around a select yellow star found on the far outskirts of the Persean Sector. The internal surface would hold continents, oceans, cities, farms, and wilderness. At planned density, it could support several quintillion people.

I believed that the ability to construct such a world proved that the Domain deserved to continue expanding.

I was wrong. It was an affront to God.",0:ship_trophy_gan_eden_epitaph_two:Continue to Part II.,Isaac describes the continuity office and construction of Gan Eden.
